
2,2,2,2,2,2,2,2,2,2,2
2,2
2,2.029968,2.028621,2.071698,1.989248,2.057072,2.018627,2.038564,2.151033,2.077424,2.044054,2.080443,2.025387,2.095982,2.045245,2.126204,1.962452,2.170151,2.065614,2.074699,2.014101,1.938415,2.102484
