
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
1.5,1.5
1.5,1.519646,1.496114,1.521509,1.529721,1.403919,1.430711,1.472256,1.471114,1.587952,1.484043,1.521244,1.587543,1.46404,1.584826,1.423343,1.374373,1.474196,1.393193,1.543707,1.297755,1.625516,1.413832
