
1,1,1,1,1,1,1,1,1,1,1
1,1
1,0.9297682,0.9014094,1.094286,1.146749,0.9522001,1.018917,1.105769,0.8832822,1.05519,1.170258,1.110333,0.9931656,0.9153767,1.176728,0.787212,1.021966,0.8738132,0.6893593,1.219056,0.7036411,1.21172,1.210726
